"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "evalue" "bitscore" "query_cover"
"46887" "AIT41455.1" "LN824138.1" 100 288 280 5.27e-145 518 97.22222
"46888" "AIT41455.1" "LN624486.1" 100 288 280 5.27e-145 518 97.22222
"46889" "AIT41455.1" "LCWG01000077.1" 100 288 280 5.27e-145 518 97.22222
"46890" "AIT41455.1" "LC056631.1" 100 288 280 5.27e-145 518 97.22222
"46891" "AIT41455.1" "LC056626.1" 100 288 280 5.27e-145 518 97.22222
"46892" "AIT41455.1" "LC056610.1" 100 288 280 5.27e-145 518 97.22222
"46893" "AIT41455.1" "LC056580.1" 100 288 280 5.27e-145 518 97.22222
"46894" "AIT41455.1" "LC056552.1" 100 288 280 5.27e-145 518 97.22222
"46895" "AIT41455.1" "LC056536.1" 100 288 280 5.27e-145 518 97.22222
"46896" "AIT41455.1" "LC056521.1" 100 288 280 5.27e-145 518 97.22222
"46897" "AIT41455.1" "LC056448.1" 100 288 280 5.27e-145 518 97.22222
"46898" "AIT41455.1" "LC056436.1" 100 288 280 5.27e-145 518 97.22222
"46899" "AIT41455.1" "LC056417.1" 100 288 280 5.27e-145 518 97.22222
"46900" "AIT41455.1" "LC056415.1" 100 288 280 5.27e-145 518 97.22222
"46901" "AIT41455.1" "LC056385.1" 100 288 280 5.27e-145 518 97.22222
"46902" "AIT41455.1" "LC056325.1" 100 288 280 5.27e-145 518 97.22222
"46903" "AIT41455.1" "LC056314.1" 100 288 280 5.27e-145 518 97.22222
"46904" "AIT41455.1" "LC056302.1" 100 288 280 5.27e-145 518 97.22222
"46905" "AIT41455.1" "LC056266.1" 100 288 280 5.27e-145 518 97.22222
"46906" "AIT41455.1" "LC056231.1" 100 288 280 5.27e-145 518 97.22222
"46907" "AIT41455.1" "LC056205.1" 100 288 280 5.27e-145 518 97.22222
"46908" "AIT41455.1" "LC056187.1" 100 288 280 5.27e-145 518 97.22222
"46909" "AIT41455.1" "LC056159.1" 100 288 280 5.27e-145 518 97.22222
"46910" "AIT41455.1" "LC056150.1" 100 288 280 5.27e-145 518 97.22222
"46911" "AIT41455.1" "LC056088.1" 100 288 280 5.27e-145 518 97.22222
"46912" "AIT41455.1" "KY288024.1" 100 288 280 5.27e-145 518 97.22222
"46913" "AIT41455.1" "KX646543.1" 100 288 280 5.27e-145 518 97.22222
"46914" "AIT41455.1" "KX503323.1" 100 288 280 5.27e-145 518 97.22222
"46915" "AIT41455.1" "KX276657.1" 100 288 280 5.27e-145 518 97.22222
"46916" "AIT41455.1" "KX008967.1" 100 288 280 5.27e-145 518 97.22222
"46917" "AIT41455.1" "KU321583.1" 100 288 280 5.27e-145 518 97.22222
"46918" "AIT41455.1" "KU288634.1" 100 288 280 5.27e-145 518 97.22222
"46919" "AIT41455.1" "KU043115.1" 100 288 280 5.27e-145 518 97.22222
"46920" "AIT41455.1" "KT990220.1" 100 288 280 5.27e-145 518 97.22222
"46921" "AIT41455.1" "KT988018.1" 100 288 280 5.27e-145 518 97.22222
"46922" "AIT41455.1" "KT879914.1" 100 288 280 5.27e-145 518 97.22222
"46923" "AIT41455.1" "KT818627.1" 100 288 280 5.27e-145 518 97.22222
"46924" "AIT41455.1" "KT754164.1" 100 288 280 5.27e-145 518 97.22222
"46925" "AIT41455.1" "KT754161.1" 100 288 280 5.27e-145 518 97.22222
"46926" "AIT41455.1" "KT754160.1" 100 288 280 5.27e-145 518 97.22222
"46927" "AIT41455.1" "KT725789.1" 100 288 280 5.27e-145 518 97.22222
"46928" "AIT41455.1" "KT725788.1" 100 288 280 5.27e-145 518 97.22222
"46929" "AIT41455.1" "KT185451.1" 100 288 280 5.27e-145 518 97.22222
"46930" "AIT41455.1" "KR827684.1" 100 288 280 5.27e-145 518 97.22222
"46931" "AIT41455.1" "KR078259.1" 100 288 280 5.27e-145 518 97.22222
"46932" "AIT41455.1" "KP893385.1" 100 288 280 5.27e-145 518 97.22222
"46933" "AIT41455.1" "KP789020.1" 100 288 280 5.27e-145 518 97.22222
"46934" "AIT41455.1" "KP453775.1" 100 288 280 5.27e-145 518 97.22222
"46935" "AIT41455.1" "KJ484634.1" 100 288 280 5.27e-145 518 97.22222
"46936" "AIT41455.1" "KJ201887.1" 100 288 280 5.27e-145 518 97.22222
"46937" "AIT41455.1" "KF719972.1" 100 288 280 5.27e-145 518 97.22222
"46938" "AIT41455.1" "KF719971.1" 100 288 280 5.27e-145 518 97.22222
"46939" "AIT41455.1" "KF719970.1" 100 288 280 5.27e-145 518 97.22222
"46940" "AIT41455.1" "KF537631.1" 100 288 280 5.27e-145 518 97.22222
"46941" "AIT41455.1" "KF181265.1" 100 288 280 5.27e-145 518 97.22222
"46942" "AIT41455.1" "KF017319.1" 100 288 280 5.27e-145 518 97.22222
"46943" "AIT41455.1" "KC788405.1" 100 288 280 5.27e-145 518 97.22222
"46944" "AIT41455.1" "JX997935.2" 100 288 280 5.27e-145 518 97.22222
"46945" "AIT41455.1" "JX627737.1" 100 288 280 5.27e-145 518 97.22222
"46946" "AIT41455.1" "JX486126.1" 100 288 280 5.27e-145 518 97.22222
"46947" "AIT41455.1" "JX127248.1" 100 288 280 5.27e-145 518 97.22222
"46948" "AIT41455.1" "JRKV01000077.1" 100 288 280 5.27e-145 518 97.22222
"46949" "AIT41455.1" "JRKU01000058.1" 100 288 280 5.27e-145 518 97.22222
"46950" "AIT41455.1" "JQ432559.1" 100 288 280 5.27e-145 518 97.22222
"46951" "AIT41455.1" "JQ364967.1" 100 288 280 5.27e-145 518 97.22222
"46952" "AIT41455.1" "JNOI01000084.1" 100 288 280 5.27e-145 518 97.22222
"46953" "AIT41455.1" "JNOH01000088.1" 100 288 280 5.27e-145 518 97.22222
"46954" "AIT41455.1" "JN232517.1" 100 288 280 5.27e-145 518 97.22222
"46955" "AIT41455.1" "JF927996.1" 100 288 280 5.27e-145 518 97.22222
"46956" "AIT41455.1" "JF274992.1" 100 288 280 5.27e-145 518 97.22222
"46957" "AIT41455.1" "JF274991.1" 100 288 280 5.27e-145 518 97.22222
"46958" "AIT41455.1" "JF267652.1" 100 288 280 5.27e-145 518 97.22222
"46959" "AIT41455.1" "JDVF01000123.1" 100 288 280 5.27e-145 518 97.22222
"46960" "AIT41455.1" "HG941719.1" 100 288 280 5.27e-145 518 97.22222
"46961" "AIT41455.1" "GU371929.1" 100 288 280 5.27e-145 518 97.22222
"46962" "AIT41455.1" "GU371928.1" 100 288 280 5.27e-145 518 97.22222
"46963" "AIT41455.1" "FQ482074.1" 100 288 280 5.27e-145 518 97.22222
"46964" "AIT41455.1" "FJVF01000013.1" 100 288 280 5.27e-145 518 97.22222
"46965" "AIT41455.1" "FJ876827.1" 100 288 280 5.27e-145 518 97.22222
"46966" "AIT41455.1" "EU935739.1" 100 288 280 5.27e-145 518 97.22222
"46967" "AIT41455.1" "EU935738.1" 100 288 280 5.27e-145 518 97.22222
"46968" "AIT41455.1" "DQ364638.1" 100 288 280 5.27e-145 518 97.22222
"46969" "AIT41455.1" "CU928148.1" 100 288 280 5.27e-145 518 97.22222
"46970" "AIT41455.1" "CP018462.1" 100 288 280 5.27e-145 518 97.22222
"46971" "AIT41455.1" "CP018455.1" 100 288 280 5.27e-145 518 97.22222
"46972" "AIT41455.1" "CP018343.1" 100 288 280 5.27e-145 518 97.22222
"46973" "AIT41455.1" "CP017633.1" 100 288 280 5.27e-145 518 97.22222
"46974" "AIT41455.1" "CP016498.1" 100 288 280 5.27e-145 518 97.22222
"46975" "AIT41455.1" "CP016403.1" 100 288 280 5.27e-145 518 97.22222
"46976" "AIT41455.1" "CP016389.1" 100 288 280 5.27e-145 518 97.22222
"46977" "AIT41455.1" "CP016035.1" 100 288 280 5.27e-145 518 97.22222
"46978" "AIT41455.1" "CP015836.1" 100 288 280 5.27e-145 518 97.22222
"46979" "AIT41455.1" "CP015503.1" 100 288 280 5.27e-145 518 97.22222
"46980" "AIT41455.1" "CP015388.1" 100 288 280 5.27e-145 518 97.22222
"46981" "AIT41455.1" "CP015160.1" 100 288 280 5.27e-145 518 97.22222
"46982" "AIT41455.1" "CP015140.1" 100 288 280 5.27e-145 518 97.22222
"46983" "AIT41455.1" "CP015131.1" 100 288 280 5.27e-145 518 97.22222
"46984" "AIT41455.1" "CP015086.1" 100 288 280 5.27e-145 518 97.22222
"46985" "AIT41455.1" "CP015077.1" 100 288 280 5.27e-145 518 97.22222
"46986" "AIT41455.1" "CP015072.1" 100 288 280 5.27e-145 518 97.22222
"46987" "AIT41455.1" "CP015070.1" 100 288 280 5.27e-145 518 97.22222
"46988" "AIT41455.1" "CP014498.1" 100 288 280 5.27e-145 518 97.22222
"46989" "AIT41455.1" "CP014493.1" 100 288 280 5.27e-145 518 97.22222
"46990" "AIT41455.1" "CP014321.1" 100 288 280 5.27e-145 518 97.22222
"46991" "AIT41455.1" "CP014320.1" 100 288 280 5.27e-145 518 97.22222
"46992" "AIT41455.1" "CP013836.1" 100 288 280 5.27e-145 518 97.22222
"46993" "AIT41455.1" "CP013833.1" 100 288 280 5.27e-145 518 97.22222
"46994" "AIT41455.1" "CP013832.1" 100 288 280 5.27e-145 518 97.22222
"46995" "AIT41455.1" "CP013657.1" 100 288 280 5.27e-145 518 97.22222
"46996" "AIT41455.1" "CP012683.1" 100 288 280 5.27e-145 518 97.22222
"46997" "AIT41455.1" "CP012626.1" 100 288 280 5.27e-145 518 97.22222
"46998" "AIT41455.1" "CP012572.1" 100 288 280 5.27e-145 518 97.22222
"46999" "AIT41455.1" "CP012567.1" 100 288 280 5.27e-145 518 97.22222
"47000" "AIT41455.1" "CP012197.1" 100 288 280 5.27e-145 518 97.22222
"47001" "AIT41455.1" "CP011493.1" 100 288 280 5.27e-145 518 97.22222
"47002" "AIT41455.1" "CP010882.1" 100 288 280 5.27e-145 518 97.22222
"47003" "AIT41455.1" "CP010239.1" 100 288 280 5.27e-145 518 97.22222
"47004" "AIT41455.1" "CP010232.1" 100 288 280 5.27e-145 518 97.22222
"47005" "AIT41455.1" "CP010174.1" 100 288 280 5.27e-145 518 97.22222
"47006" "AIT41455.1" "CP010149.1" 100 288 280 5.27e-145 518 97.22222
"47007" "AIT41455.1" "CP010147.1" 100 288 280 5.27e-145 518 97.22222
"47008" "AIT41455.1" "CP010141.1" 100 288 280 5.27e-145 518 97.22222
"47009" "AIT41455.1" "CP010138.1" 100 288 280 5.27e-145 518 97.22222
"47010" "AIT41455.1" "CP009860.1" 100 288 280 5.27e-145 518 97.22222
"47011" "AIT41455.1" "CP009233.1" 100 288 280 5.27e-145 518 97.22222
"47012" "AIT41455.1" "CP009232.1" 100 288 280 5.27e-145 518 97.22222
"47013" "AIT41455.1" "CP009231.1" 100 288 280 5.27e-145 518 97.22222
"47014" "AIT41455.1" "CP008715.1" 100 288 280 5.27e-145 518 97.22222
"47015" "AIT41455.1" "CP007652.1" 100 288 280 5.27e-145 518 97.22222
"47016" "AIT41455.1" "CP006789.1" 100 288 280 5.27e-145 518 97.22222
"47017" "AIT41455.1" "CP006635.1" 100 288 280 5.27e-145 518 97.22222
"47018" "AIT41455.1" "CP002474.1" 100 288 280 5.27e-145 518 97.22222
"47019" "AIT41455.1" "CP001856.1" 100 288 280 5.27e-145 518 97.22222
"47020" "AIT41455.1" "CP001232.1" 100 288 280 5.27e-145 518 97.22222
"47021" "AIT41455.1" "CP000971.1" 100 288 280 5.27e-145 518 97.22222
"47022" "AIT41455.1" "CM004293.1" 100 288 280 5.27e-145 518 97.22222
"47023" "AIT41455.1" "AY458016.1" 100 288 280 5.27e-145 518 97.22222
"47024" "AIT41455.1" "AY333434.1" 100 288 280 5.27e-145 518 97.22222
"47025" "AIT41455.1" "AP014876.1" 100 288 280 5.27e-145 518 97.22222
"47026" "AIT41455.1" "AP014805.1" 100 288 280 5.27e-145 518 97.22222
"47027" "AIT41455.1" "AP014566.1" 100 288 280 5.27e-145 518 97.22222
"47028" "AIT41455.1" "AP000342.1" 100 288 280 5.27e-145 518 97.22222
"47029" "AIT41455.1" "AM886293.1" 100 288 280 5.27e-145 518 97.22222
"47030" "AIT41455.1" "AJ851089.1" 100 288 280 5.27e-145 518 97.22222
"47031" "AIT41455.1" "AFET01000005.1" 100 288 280 5.27e-145 518 97.22222
"47032" "AIT41455.1" "AF550679.1" 100 288 280 5.27e-145 518 97.22222
"47033" "AIT41455.1" "AB723628.1" 100 288 280 5.27e-145 518 97.22222
"47034" "AIT41455.1" "AB605179.1" 100 288 280 5.27e-145 518 97.22222
"47035" "AIT41455.1" "AB576781.2" 100 288 280 5.27e-145 518 97.22222
"47036" "AIT41455.1" "AB261016.2" 100 288 280 5.27e-145 518 97.22222
"47926" "EFI90629.1" "NZ_CP014273.1" 100 195 195 6.04e-98 361 100
"47927" "EFI90629.1" "NZ_CP014271.1" 100 195 195 6.04e-98 361 100
"47928" "EFI90629.1" "CP014273.1" 100 195 195 6.04e-98 361 100
"47929" "EFI90629.1" "CP014271.1" 100 195 195 6.04e-98 361 100
"47972" "ACR73588.1" "NC_012780.1" 100 339 339 1e-177 627 100
"47973" "ACR73588.1" "CP001106.1" 100 339 339 1e-177 627 100
"47974" "ACR73755.1" "NC_012780.1" 100 321 321 9.6e-168 593 100
"47975" "ACR73755.1" "CP001106.1" 100 321 321 9.6e-168 593 100
"48087" "CBJ23773.1" "NC_014257.1" 100 258 258 7.92e-133 477 100
"48088" "CBJ23773.1" "FN665651.1" 100 258 258 7.92e-133 477 100
"48742" "AFX90410.1" "NC_019564.1" 100 144 144 9.49e-70 267 100
"48743" "AFX90410.1" "CP003477.1" 100 144 144 9.49e-70 267 100
"48986" "AJS10403.1" "KM583814.1" 100 270 270 1.78e-139 499 100
"49029" "AJS10429.1" "KM583817.1" 100 270 270 1.78e-139 499 100
"49247" "CDQ55855.1" "NZ_AJJI01000027.1" 100 300 300 4.21e-156 555 100
"49248" "CDQ55855.1" "AJJI01000027.1" 100 300 300 4.21e-156 555 100
"49370" "ALA08997.1" "NZ_CP018340.1" 100 300 300 4.21e-156 555 100
"49371" "ALA08997.1" "NZ_CP017386.1" 100 300 300 4.21e-156 555 100
"49372" "ALA08997.1" "NZ_CP014005.1" 100 300 300 4.21e-156 555 100
"49373" "ALA08997.1" "NZ_CP008791.1" 100 300 300 4.21e-156 555 100
"49374" "ALA08997.1" "NC_032103.1" 100 300 300 4.21e-156 555 100
"49375" "ALA08997.1" "NC_020087.1" 100 300 300 4.21e-156 555 100
"49376" "ALA08997.1" "NC_013950.1" 100 300 300 4.21e-156 555 100
"49377" "ALA08997.1" "KU295132.1" 100 300 300 4.21e-156 555 100
"49378" "ALA08997.1" "KP987218.1" 100 300 300 4.21e-156 555 100
"49379" "ALA08997.1" "KP125893.1" 100 300 300 4.21e-156 555 100
"49380" "ALA08997.1" "HF545434.1" 100 300 300 4.21e-156 555 100
"49381" "ALA08997.1" "FJ876826.1" 100 300 300 4.21e-156 555 100
"49382" "ALA08997.1" "CP018340.1" 100 300 300 4.21e-156 555 100
"49383" "ALA08997.1" "CP017386.1" 100 300 300 4.21e-156 555 100
"49384" "ALA08997.1" "CP014005.1" 100 300 300 4.21e-156 555 100
"49385" "ALA08997.1" "CP008791.1" 100 300 300 4.21e-156 555 100
"49493" "CCM82875.1" "NZ_LZCZ01000029.1" 100 135 135 8.83e-65 250 100
"49494" "CCM82875.1" "NZ_LZCY01000053.1" 100 135 135 8.83e-65 250 100
"49495" "CCM82875.1" "NZ_LJCD01000013.1" 100 135 135 8.83e-65 250 100
"49496" "CCM82875.1" "NZ_JPGT01000069.1" 100 135 135 8.83e-65 250 100
"49497" "CCM82875.1" "NZ_JPGS01000065.1" 100 135 135 8.83e-65 250 100
"49498" "CCM82875.1" "NZ_JNBM01000002.1" 100 135 135 8.83e-65 250 100
"49499" "CCM82875.1" "NZ_JMSX01000005.1" 100 135 135 8.83e-65 250 100
"49500" "CCM82875.1" "NZ_JMSW01000002.1" 100 135 135 8.83e-65 250 100
"49501" "CCM82875.1" "NZ_JMMY01000002.1" 100 135 135 8.83e-65 250 100
"49502" "CCM82875.1" "NZ_CP018818.1" 100 135 135 8.83e-65 250 100
"49503" "CCM82875.1" "NZ_CP018693.1" 100 135 135 8.83e-65 250 100
"49504" "CCM82875.1" "NZ_CP018460.1" 100 135 135 8.83e-65 250 100
"49505" "CCM82875.1" "NZ_CP018441.1" 100 135 135 8.83e-65 250 100
"49506" "CCM82875.1" "NZ_CP018434.1" 100 135 135 8.83e-65 250 100
"49507" "CCM82875.1" "NZ_CP018430.1" 100 135 135 8.83e-65 250 100
"49508" "CCM82875.1" "NZ_CP018424.1" 100 135 135 8.83e-65 250 100
"49509" "CCM82875.1" "NZ_CP018365.1" 100 135 135 8.83e-65 250 100
"49510" "CCM82875.1" "NZ_CP018355.1" 100 135 135 8.83e-65 250 100
"49511" "CCM82875.1" "NZ_CP017930.1" 100 135 135 8.83e-65 250 100
"49512" "CCM82875.1" "NZ_CP016810.1" 100 135 135 8.83e-65 250 100
"49513" "CCM82875.1" "NZ_CP016160.1" 100 135 135 8.83e-65 250 100
"49514" "CCM82875.1" "NZ_CP015823.1" 100 135 135 8.83e-65 250 100
"49515" "CCM82875.1" "NZ_CP015754.1" 100 135 135 8.83e-65 250 100
"49516" "CCM82875.1" "NZ_CP015386.1" 100 135 135 8.83e-65 250 100
"49517" "CCM82875.1" "NZ_CP015132.1" 100 135 135 8.83e-65 250 100
"49518" "CCM82875.1" "NZ_CP014697.2" 100 135 135 8.83e-65 250 100
"49519" "CCM82875.1" "NZ_CP014649.1" 100 135 135 8.83e-65 250 100
"49520" "CCM82875.1" "NZ_CP012993.2" 100 135 135 8.83e-65 250 100
"49521" "CCM82875.1" "NZ_CP012988.3" 100 135 135 8.83e-65 250 100
"49522" "CCM82875.1" "NZ_CP012884.1" 100 135 135 8.83e-65 250 100
"49523" "CCM82875.1" "NZ_CP012884.1" 100 135 135 8.83e-65 250 100
"49524" "CCM82875.1" "NZ_CP012567.1" 100 135 135 8.83e-65 250 100
"49525" "CCM82875.1" "NZ_CP011990.1" 100 135 135 8.83e-65 250 100
"49526" "CCM82875.1" "NZ_CP011987.1" 100 135 135 8.83e-65 250 100
"49527" "CCM82875.1" "NZ_CP011981.1" 100 135 135 8.83e-65 250 100
"49528" "CCM82875.1" "NZ_CP011977.1" 100 135 135 8.83e-65 250 100
"49529" "CCM82875.1" "NZ_CP011634.1" 100 135 135 8.83e-65 250 100
"49530" "CCM82875.1" "NZ_CP011617.1" 100 135 135 8.83e-65 250 100
"49531" "CCM82875.1" "NZ_CP011596.1" 100 135 135 8.83e-65 250 100
"49532" "CCM82875.1" "NZ_CP011577.1" 100 135 135 8.83e-65 250 100
"49533" "CCM82875.1" "NZ_CP010574.1" 100 135 135 8.83e-65 250 100
"49534" "CCM82875.1" "NZ_CP010393.1" 100 135 135 8.83e-65 250 100
"49535" "CCM82875.1" "NZ_CP009777.1" 100 135 135 8.83e-65 250 100
"49536" "CCM82875.1" "NZ_CP008930.1" 100 135 135 8.83e-65 250 100
"49537" "CCM82875.1" "NZ_CP008842.1" 100 135 135 8.83e-65 250 100
"49538" "CCM82875.1" "NZ_CP008829.1" 100 135 135 8.83e-65 250 100
"49539" "CCM82875.1" "NZ_CP008800.1" 100 135 135 8.83e-65 250 100
"49540" "CCM82875.1" "NZ_CP007729.1" 100 135 135 8.83e-65 250 100
"49541" "CCM82875.1" "NZ_CP006927.1" 100 135 135 8.83e-65 250 100
"49542" "CCM82875.1" "NZ_CP006663.1" 100 135 135 8.83e-65 250 100
"49543" "CCM82875.1" "NZ_AP014952.1" 100 135 135 8.83e-65 250 100
"49544" "CCM82875.1" "NC_024992.1" 100 135 135 8.83e-65 250 100
"49545" "CCM82875.1" "NC_023334.1" 100 135 135 8.83e-65 250 100
"49546" "CCM82875.1" "NC_023333.1" 100 135 135 8.83e-65 250 100
"49547" "CCM82875.1" "NC_023332.1" 100 135 135 8.83e-65 250 100
"49548" "CCM82875.1" "NC_022078.1" 100 135 135 8.83e-65 250 100
"49549" "CCM82875.1" "NC_021654.1" 100 135 135 8.83e-65 250 100
"49550" "CCM82875.1" "NC_021198.1" 100 135 135 8.83e-65 250 100
"49551" "CCM82875.1" "NC_020132.1" 100 135 135 8.83e-65 250 100
"49552" "CCM82875.1" "NC_019390.1" 100 135 135 8.83e-65 250 100
"49553" "CCM82875.1" "NC_016966.1" 100 135 135 8.83e-65 250 100
"49554" "CCM82875.1" "NC_009649.1" 100 135 135 8.83e-65 250 100
"49555" "CCM82875.1" "LZCZ01000029.1" 100 135 135 8.83e-65 250 100
"49556" "CCM82875.1" "LZCY01000053.1" 100 135 135 8.83e-65 250 100
"49557" "CCM82875.1" "LT216439.1" 100 135 135 8.83e-65 250 100
"49558" "CCM82875.1" "LT009688.1" 100 135 135 8.83e-65 250 100
"49559" "CCM82875.1" "LM994717.1" 100 135 135 8.83e-65 250 100
"49560" "CCM82875.1" "LJCD01000013.1" 100 135 135 8.83e-65 250 100
"49561" "CCM82875.1" "KT203286.1" 100 135 135 8.83e-65 250 100
"49562" "CCM82875.1" "KF719972.1" 100 135 135 8.83e-65 250 100
"49563" "CCM82875.1" "KF719971.1" 100 135 135 8.83e-65 250 100
"49564" "CCM82875.1" "KF719970.1" 100 135 135 8.83e-65 250 100
"49565" "CCM82875.1" "JX442974.1" 100 135 135 8.83e-65 250 100
"49566" "CCM82875.1" "JX430448.1" 100 135 135 8.83e-65 250 100
"49567" "CCM82875.1" "JX424424.1" 100 135 135 8.83e-65 250 100
"49568" "CCM82875.1" "JPGT01000069.1" 100 135 135 8.83e-65 250 100
"49569" "CCM82875.1" "JPGS01000065.1" 100 135 135 8.83e-65 250 100
"49570" "CCM82875.1" "JNBM01000002.1" 100 135 135 8.83e-65 250 100
"49571" "CCM82875.1" "JN233704.1" 100 135 135 8.83e-65 250 100
"49572" "CCM82875.1" "JMSX01000005.1" 100 135 135 8.83e-65 250 100
"49573" "CCM82875.1" "JMSW01000002.1" 100 135 135 8.83e-65 250 100
"49574" "CCM82875.1" "JMMY01000002.1" 100 135 135 8.83e-65 250 100
"49575" "CCM82875.1" "CP018818.1" 100 135 135 8.83e-65 250 100
"49576" "CCM82875.1" "CP018693.1" 100 135 135 8.83e-65 250 100
"49577" "CCM82875.1" "CP018675.1" 100 135 135 8.83e-65 250 100
"49578" "CCM82875.1" "CP018460.1" 100 135 135 8.83e-65 250 100
"49579" "CCM82875.1" "CP018441.1" 100 135 135 8.83e-65 250 100
"49580" "CCM82875.1" "CP018434.1" 100 135 135 8.83e-65 250 100
"49581" "CCM82875.1" "CP018430.1" 100 135 135 8.83e-65 250 100
"49582" "CCM82875.1" "CP018424.1" 100 135 135 8.83e-65 250 100
"49583" "CCM82875.1" "CP018365.1" 100 135 135 8.83e-65 250 100
"49584" "CCM82875.1" "CP018355.1" 100 135 135 8.83e-65 250 100
"49585" "CCM82875.1" "CP018351.1" 100 135 135 8.83e-65 250 100
"49586" "CCM82875.1" "CP017930.1" 100 135 135 8.83e-65 250 100
"49587" "CCM82875.1" "CP016810.1" 100 135 135 8.83e-65 250 100
"49588" "CCM82875.1" "CP016160.1" 100 135 135 8.83e-65 250 100
"49589" "CCM82875.1" "CP015823.1" 100 135 135 8.83e-65 250 100
"49590" "CCM82875.1" "CP015754.1" 100 135 135 8.83e-65 250 100
"49591" "CCM82875.1" "CP015393.1" 100 135 135 8.83e-65 250 100
"49592" "CCM82875.1" "CP015386.1" 100 135 135 8.83e-65 250 100
"49593" "CCM82875.1" "CP015132.1" 100 135 135 8.83e-65 250 100
"49594" "CCM82875.1" "CP014778.1" 100 135 135 8.83e-65 250 100
"49595" "CCM82875.1" "CP014697.2" 100 135 135 8.83e-65 250 100
"49596" "CCM82875.1" "CP014649.1" 100 135 135 8.83e-65 250 100
"49597" "CCM82875.1" "CP012993.2" 100 135 135 8.83e-65 250 100
"49598" "CCM82875.1" "CP012988.3" 100 135 135 8.83e-65 250 100
"49599" "CCM82875.1" "CP012884.1" 100 135 135 8.83e-65 250 100
"49600" "CCM82875.1" "CP012884.1" 100 135 135 8.83e-65 250 100
"49601" "CCM82875.1" "CP012567.1" 100 135 135 8.83e-65 250 100
"49602" "CCM82875.1" "CP011990.1" 100 135 135 8.83e-65 250 100
"49603" "CCM82875.1" "CP011987.1" 100 135 135 8.83e-65 250 100
"49604" "CCM82875.1" "CP011981.1" 100 135 135 8.83e-65 250 100
"49605" "CCM82875.1" "CP011977.1" 100 135 135 8.83e-65 250 100
"49606" "CCM82875.1" "CP011634.1" 100 135 135 8.83e-65 250 100
"49607" "CCM82875.1" "CP011617.1" 100 135 135 8.83e-65 250 100
"49608" "CCM82875.1" "CP011596.1" 100 135 135 8.83e-65 250 100
"49609" "CCM82875.1" "CP011577.1" 100 135 135 8.83e-65 250 100
"49610" "CCM82875.1" "CP010574.1" 100 135 135 8.83e-65 250 100
"49611" "CCM82875.1" "CP010393.1" 100 135 135 8.83e-65 250 100
"49612" "CCM82875.1" "CP009777.1" 100 135 135 8.83e-65 250 100
"49613" "CCM82875.1" "CP008930.1" 100 135 135 8.83e-65 250 100
"49614" "CCM82875.1" "CP008842.1" 100 135 135 8.83e-65 250 100
"49615" "CCM82875.1" "CP008829.1" 100 135 135 8.83e-65 250 100
"49616" "CCM82875.1" "CP008800.1" 100 135 135 8.83e-65 250 100
"49617" "CCM82875.1" "CP007729.1" 100 135 135 8.83e-65 250 100
"49618" "CCM82875.1" "CP006927.1" 100 135 135 8.83e-65 250 100
"49619" "CCM82875.1" "CP006663.1" 100 135 135 8.83e-65 250 100
"49620" "CCM82875.1" "CP006657.1" 100 135 135 8.83e-65 250 100
"49621" "CCM82875.1" "CP002474.1" 100 135 135 8.83e-65 250 100
"49622" "CCM82875.1" "CP000648.1" 100 135 135 8.83e-65 250 100
"49623" "CCM82875.1" "AP014952.1" 100 135 135 8.83e-65 250 100
"49624" "CCM82875.1" "AP012055.1" 100 135 135 8.83e-65 250 100
"49659" "AHE47476.1" "NZ_LYZC01000040.1" 100 309 309 4.31e-161 571 100
"49660" "AHE47476.1" "NZ_CP004000.1" 100 309 309 4.31e-161 571 100
"49661" "AHE47476.1" "LYZC01000040.1" 100 309 309 4.31e-161 571 100
"49662" "AHE47476.1" "KX029332.1" 100 309 309 4.31e-161 571 100
"49663" "AHE47476.1" "CP004000.1" 100 309 309 4.31e-161 571 100
"49670" "AHM88063.1" "NZ_LZCZ01000029.1" 100 327 327 4.53e-171 604 100
"49671" "AHM88063.1" "NZ_LZCY01000053.1" 100 327 327 4.53e-171 604 100
"49672" "AHM88063.1" "NZ_LJCD01000013.1" 100 327 327 4.53e-171 604 100
"49673" "AHM88063.1" "NZ_JPGT01000069.1" 100 327 327 4.53e-171 604 100
"49674" "AHM88063.1" "NZ_JPGS01000065.1" 100 327 327 4.53e-171 604 100
"49675" "AHM88063.1" "NZ_JNBM01000002.1" 100 327 327 4.53e-171 604 100
"49676" "AHM88063.1" "NZ_JMSX01000005.1" 100 327 327 4.53e-171 604 100
"49677" "AHM88063.1" "NZ_JMSW01000002.1" 100 327 327 4.53e-171 604 100
"49678" "AHM88063.1" "NZ_JMMY01000002.1" 100 327 327 4.53e-171 604 100
"49679" "AHM88063.1" "NZ_CP018693.1" 100 327 327 4.53e-171 604 100
"49680" "AHM88063.1" "NZ_CP018460.1" 100 327 327 4.53e-171 604 100
"49681" "AHM88063.1" "NZ_CP018441.1" 100 327 327 4.53e-171 604 100
"49682" "AHM88063.1" "NZ_CP018434.1" 100 327 327 4.53e-171 604 100
"49683" "AHM88063.1" "NZ_CP018430.1" 100 327 327 4.53e-171 604 100
"49684" "AHM88063.1" "NZ_CP018424.1" 100 327 327 4.53e-171 604 100
